 Year,Rainfall,Humidity,Min Temperature,Max Temperature,Moisture level,Location,Min Ph,Max Ph,NP,Moderate temperature,Moderate,Moderate rainfall,Crop,Investment,Total Obtained,Profit,Yield In Quintal,Cost per quintal,Area,Per Acre,CProfit,Production,Seed cost per KG,Seeds Per hectare,Seeds Cost,Fetilizers per kg,Fetilizers per hectare,Fertilizers cost,Harvest per Acre,Others,rain
2014,1213,0.45,24,34,41,Mysore,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kamaravalli,13349,30793,780,18.24,1502,27396.48,60,45,2700,39993,11154,1213
2014,1252,0.45,24,34,41,Mysore,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Karakanahalli,12866,27653,910,18.48,1591,29401.68,60,53,3180,40759,11979,1252
2014,1354,0.45,24,34,41,Mysore,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Keelanapura,14034,30918,1024,16.68,1383,23068.44,60,46,2760,46880,12095,1354
2014,1326,0.45,24,34,41,Belgaum,7,7,100:160,29,0.45,60-70 cms,Black Gram,2102,1600673,106158,7615,1051,Athani,12941,28820,1027,15.68,1442,22610.56,63,55,3465,37731,11222,1326
2014,1224,0.45,24,34,41,Belgaum,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,, Bailhongal,13971,28627,884,18.19,1305,23737.95,75,52,3900,47996,11887,1224
2014,1355,0.45,24,34,41,Belgaum,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,, Belgaum,12625,28296,1001,18.16,1497,27185.52,56,45,2520,46660,12299,1355
2014,1275,0.45,24,34,41,Belgaum,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,, Chikkodi,14028,28844,971,17.61,1287,22664.07,55,46,2530,44042,11582,1275
2014,1264,0.45,24,34,41,Belgaum,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,, Gokak,12428,28225,836,16.42,1538,25253.96,55,51,2805,46894,12410,1264
2014,1300,0.45,24,34,41,Belgaum,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,, Hukkeri,13242,29906,891,18.24,1296,23639.04,60,53,3180,41792,13188,1300
2014,1336,0.45,24,34,41,Belgaum,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,, Khanapur,12899,28961,1053,18.48,1504,27793.92,74,50,3700,36102,10396,1336
2014,1357,0.45,24,34,41,Belgaum,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,, Ramdurg,14024,27670,952,16.68,1333,22234.44,61,51,3111,42514,13548,1357
2014,1229,0.45,24,34,41,Chamrajnagar,6,7,100:160,29,0.45,60-70 cms,Black Gram,2198,1549590,108601,7050,1099,Amachavadi,13714,30972,831,15.68,1395,21873.6,72,51,3672,42761,10946,1229
2014,1308,0.45,24,34,41,Chamrajnagar,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Ammanapura,13746,29251,867,18.19,1501,27303.19,75,48,3600,44952,12911,1308
2014,1313,0.45,24,34,41,Chamrajnagar,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Ankanasettypura,14150,29330,852,18.16,1363,24752.08,74,53,3922,46721,13464,1313
2014,1374,0.45,24,34,41,Chamrajnagar,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Bevinathalapura,13266,28150,924,17.61,1436,25287.96,74,47,3478,47599,12686,1374
2014,1284,0.45,24,34,41,Chamrajnagar,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Bhogapura,13967,28134,918,16.42,1512,24827.04,72,49,3528,45959,11659,1284
2014,1306,0.45,24,34,41,Chamrajnagar,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Bokkepura,13927,30228,871,18.24,1225,22344,55,51,2805,34085,11620,1306
2014,1241,0.45,24,34,41,Chamrajnagar,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kadahalli,12421,30107,979,18.48,1226,22656.48,75,46,3450,47954,13590,1241
2014,1398,0.45,24,34,41,Chamrajnagar,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kagalavadi,13410,30158,808,16.68,1346,22451.28,64,55,3520,40308,12625,1398
2014,1200,0.45,24,34,41,Udupi,7,7,100:160,29,0.45,60-70 cms,Black Gram,2142,1635417,103863,7635,1071,Shiroor,13056,28328,969,15.68,1472,23080.96,66,47,3102,35386,13567,1200
2014,1331,0.45,24,34,41,Udupi,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kudi,12449,29970,1073,18.19,1263,22973.97,68,47,3196,33684,10540,1331
2014,1263,0.45,24,34,41,Udupi,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kalthur,13375,31083,753,18.16,1545,28057.2,68,50,3400,43162,13640,1263
2014,1232,0.45,24,34,41,Udupi,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Shiroor,14151,30383,1098,17.61,1559,27453.99,69,54,3726,45100,12122,1232
2014,1393,0.45,24,34,41,Udupi,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Heroor,12305,30536,1001,16.42,1311,21526.62,74,53,3922,40189,12195,1393
2014,1256,0.45,24,34,41,Udupi,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kanajar,12941,30984,995,18.24,1294,23602.56,71,48,3408,46599,12879,1256
2014,1245,0.45,24,34,41,Udupi,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Heroor,13185,27620,778,18.48,1335,24670.8,69,47,3243,44791,12318,1245
2014,1353,0.45,24,34,41,Udupi,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kalthur,12401,28285,968,16.68,1445,24102.6,56,47,2632,36843,11810,1353
2015,1281,0.45,24,34,41,Kolar,7,7,100:160,29,0.45,60-70 cms,Black Gram,2204,1600985.6,106307,7264,1102,Abbani,13874,28731,763,15.68,1201,18831.68,58,48,2784,44804,12287,1281
2015,1246,0.45,24,34,41,Kolar,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Achatnahalli,12525,28279,970,18.19,1224,22264.56,58,52,3016,34051,11266,1246
2015,1373,0.45,24,34,41,Kolar,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Adikethota,14067,30675,957,18.16,1456,26440.96,57,51,2907,39732,12480,1373
2015,1387,0.45,24,34,41,Kolar,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Agnihalli,14110,29908,799,17.61,1379,24284.19,73,55,4015,44246,12319,1387
2015,1278,0.45,24,34,41,Kolar,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Agrahara Somarasanahalli,12333,28441,1051,16.42,1558,25582.36,60,50,3000,47865,13166,1278
2015,1203,0.45,24,34,41,Kolar,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Ajjapalli,13669,31233,1024,18.24,1210,22070.4,62,46,2852,47585,12048,1203
2015,1373,0.45,24,34,41,Kolar,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Alahalli,12424,30369,807,18.48,1480,27350.4,72,49,3528,47475,11276,1373
2015,1325,0.45,24,34,41,Kolar,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Allidinne,13305,27510,893,16.68,1581,26371.08,75,52,3900,45006,11547,1325
2015,1378,0.45,24,34,41,Tumkur,7,7,100:160,29,0.45,60-70 cms,Black Gram,2146,1563575.6,106514,7286,1073,Chiknayakanhalli,14000,29120,912,15.68,1338,20979.84,60,55,3300,38878,12967,1378
2015,1379,0.45,24,34,41,Tumkur,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Gubbi,12495,27609,764,18.19,1232,22410.08,65,53,3445,33987,10223,1379
2015,1394,0.45,24,34,41,Tumkur,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Koratagere,12492,30186,829,18.16,1391,25260.56,67,46,3082,46531,10202,1394
2015,1309,0.45,24,34,41,Tumkur,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kunigal,14117,31380,799,17.61,1391,24495.51,71,55,3905,45157,12752,1309
2015,1253,0.45,24,34,41,Tumkur,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Madhugiri,13241,30184,843,16.42,1556,25549.52,62,48,2976,43679,11251,1253
2015,1251,0.45,24,34,41,Tumkur,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Pavagada,13603,27793,1009,18.24,1452,26484.48,62,47,2914,44577,13346,1251
2015,1315,0.45,24,34,41,Tumkur,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Sira,14091,27505,1092,18.48,1500,27720,70,52,3640,45422,12124,1315
2015,1235,0.45,24,34,41,Tumkur,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Tiptur,12475,31279,1038,16.68,1259,21000.12,71,46,3266,35378,11412,1235
2015,1300,0.45,24,34,41,Shivmogga,6,7,100:160,29,0.45,60-70 cms,Black Gram,2132,1691102.4,106856,7932,1066,Abbalagere,13302,28653,1092,15.68,1376,21575.68,74,49,3626,46215,13071,1300
2015,1240,0.45,24,34,41,Shivmogga,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Adagadi,12349,31097,1061,18.19,1555,28285.45,65,48,3120,36514,11731,1240
2015,1258,0.45,24,34,41,Shivmogga,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Adina Kottige,13278,28757,766,18.16,1541,27984.56,63,45,2835,42291,12222,1258
2015,1246,0.45,24,34,41,Shivmogga,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Agasavalli,13696,27911,1020,17.61,1389,24460.29,66,45,2970,40721,12047,1246
2015,1389,0.45,24,34,41,Shivmogga,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Alada Halli,13088,30672,953,16.42,1437,23595.54,56,55,3080,35333,10346,1389
2015,1235,0.45,24,34,41,Shivmogga,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Aladevara Hosuru,13651,29084,988,18.24,1559,28436.16,68,48,3264,45269,11433,1235
2015,1260,0.45,24,34,41,Shivmogga,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Alkuni,13467,29701,1029,18.48,1589,29364.72,72,50,3600,41591,12873,1260
2015,1319,0.45,24,34,41,Shivmogga,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Ambli Katte,14025,27530,1023,16.68,1479,24669.72,61,46,2806,36178,10945,1319
2015,1348,0.45,24,34,41,Chitradurga,7,7,100:160,29,0.45,60-70 cms,Black Gram,2182,1660065.6,106372,7608,1091,Adavigollarahalli,12933,30738,1027,15.68,1298,20352.64,63,50,3150,42809,10475,1348
2015,1206,0.45,24,34,41,Chitradurga,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Ajjappanahalli,12789,27867,962,18.19,1278,23246.82,57,51,2907,33615,11035,1206
2015,1244,0.45,24,34,41,Chitradurga,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Alagavadi,12822,28653,954,18.16,1579,28674.64,55,50,2750,46457,13234,1244
2015,1400,0.45,24,34,41,Chitradurga,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Alaghatta,12762,27957,844,17.61,1364,24020.04,56,46,2576,38726,10478,1400
2015,1256,0.45,24,34,41,Chitradurga,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Annehal,14012,30670,892,16.42,1230,20196.6,67,55,3685,38649,11540,1256
2015,1400,0.45,24,34,41,Chitradurga,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Arasuru,13582,27922,1014,18.24,1401,25554.24,65,47,3055,34021,12537,1400
2015,1203,0.45,24,34,41,Chitradurga,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Attikatte,13913,28565,1097,18.48,1403,25927.44,72,47,3384,34167,13899,1203
2015,1242,0.45,24,34,41,Chitradurga,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Avalenahalli,13559,27503,818,16.68,1431,23869.08,59,55,3245,45478,12585,1242
2015,1393,0.45,24,34,41,Davangere,6,7,100:160,29,0.45,60-70 cms,Black Gram,2182,1582386.4,107810,7252,1091,Bullapura,14164,28703,972,15.68,1503,23567.04,56,54,3024,45492,11179,1393
2015,1255,0.45,24,34,41,Davangere,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Chattobanahalli,13379,29765,757,18.19,1418,25793.42,70,48,3360,46014,10409,1255
2015,1353,0.45,24,34,41,Davangere,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Doddarangavvanahalli,14128,28556,911,18.16,1420,25787.2,57,52,2964,34358,11896,1353
2015,1323,0.45,24,34,41,Davangere,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Gollarahatti,13981,29546,969,17.61,1556,27401.16,64,45,2880,47805,11731,1323
2015,1225,0.45,24,34,41,Davangere,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Gonivada,13732,29143,798,16.42,1540,25286.8,68,45,3060,35535,10949,1225
2015,1277,0.45,24,34,41,Davangere,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Hadadi,12343,30158,871,18.24,1337,24386.88,61,45,2745,40112,10861,1277
2015,1336,0.45,24,34,41,Davangere,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Hemmanabethur,13335,28508,1048,18.48,1588,29346.24,69,49,3381,40776,12210,1336
2015,1222,0.45,24,34,41,Davangere,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Honnamaradi,12748,31199,926,16.68,1293,21567.24,70,55,3850,43090,12722,1222
2015,1200,0.45,24,34,41,Mysore,6,7,100:160,29,0.45,60-70 cms,Black Gram,2138,1459398.8,107010,6826,1069,Hemmanahalli,12797,28210,1074,15.68,1304,20446.72,74,49,3626,38340,13771,1200
2015,1335,0.45,24,34,41,Mysore,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kadanahalli,13388,31082,775,18.19,1440,26193.6,73,48,3504,40617,13082,1335
2015,1224,0.45,24,34,41,Mysore,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kalalavadi,12886,27520,820,18.16,1591,28892.56,69,52,3588,43461,13879,1224
2015,1290,0.45,24,34,41,Mysore,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kalasthavadi,13744,30710,848,17.61,1237,21783.57,62,51,3162,33826,11690,1290
2015,1290,0.45,24,34,41,Mysore,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kallurunaganahalli,14130,28928,781,16.42,1289,21165.38,61,47,2867,38308,12790,1290
2015,1302,0.45,24,34,41,Mysore,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kamaravalli,12739,27941,750,18.24,1294,23602.56,72,46,3312,40502,10489,1302
2015,1388,0.45,24,34,41,Mysore,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Karakanahalli,13767,30508,829,18.48,1380,25502.4,72,54,3888,35159,11299,1388
2015,1271,0.45,24,34,41,Mysore,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Keelanapura,13559,28168,949,16.68,1252,20883.36,57,47,2679,42648,12380,1271
2015,1329,0.45,24,34,41,Belgaum,6,7,100:160,29,0.45,60-70 cms,Black Gram,2110,1596215,106602,7565,1055,Athani,12423,27889,1053,15.68,1374,21544.32,58,52,3016,36340,12803,1329
2015,1214,0.45,24,34,41,Belgaum,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,, Bailhongal,14013,31057,964,18.19,1520,27648.8,71,49,3479,42735,12644,1214
2015,1259,0.45,24,34,41,Belgaum,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,, Belgaum,14036,28865,844,18.16,1242,22554.72,75,48,3600,38435,13265,1259
2015,1228,0.45,24,34,41,Belgaum,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,, Chikkodi,13114,29894,874,17.61,1295,22804.95,72,50,3600,42355,11106,1228
2015,1221,0.45,24,34,41,Belgaum,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,, Gokak,12671,29052,1087,16.42,1316,21608.72,58,50,2900,41641,10331,1221
2015,1365,0.45,24,34,41,Belgaum,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,, Hukkeri,13821,29323,882,18.24,1316,24003.84,57,50,2850,43620,12402,1365
2015,1283,0.45,24,34,41,Belgaum,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,, Khanapur,13203,28266,802,18.48,1261,23303.28,65,46,2990,40006,11041,1283
2015,1262,0.45,24,34,41,Belgaum,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,, Ramdurg,13321,29227,1059,16.68,1422,23718.96,56,49,2744,46724,10395,1262
2015,1397,0.45,24,34,41,Chamrajnagar,7,7,100:160,29,0.45,60-70 cms,Black Gram,2192,1613969.6,110917,7363,1096,Amachavadi,13684,30520,790,15.68,1474,23112.32,69,49,3381,45023,13685,1397
2015,1303,0.45,24,34,41,Chamrajnagar,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Ammanapura,13768,30476,772,18.19,1374,24993.06,67,55,3685,33392,12429,1303
2015,1283,0.45,24,34,41,Chamrajnagar,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Ankanasettypura,13730,31483,1067,18.16,1422,25823.52,58,55,3190,45388,13866,1283
2015,1295,0.45,24,34,41,Chamrajnagar,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Bevinathalapura,14149,29076,1083,17.61,1414,24900.54,73,54,3942,47367,12094,1295
2015,1285,0.45,24,34,41,Chamrajnagar,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Bhogapura,13950,28003,796,16.42,1475,24219.5,58,45,2610,36203,13608,1285
2015,1392,0.45,24,34,41,Chamrajnagar,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Bokkepura,14102,30983,982,18.24,1524,27797.76,73,53,3869,47057,11106,1392
2015,1384,0.45,24,34,41,Chamrajnagar,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kadahalli,14188,28439,791,18.48,1241,22933.68,73,52,3796,39845,11741,1384
2015,1375,0.45,24,34,41,Chamrajnagar,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kagalavadi,13346,29103,1082,16.68,1345,22434.6,58,54,3132,45843,10443,1375
2015,1219,0.45,24,34,41,Udupi,6,7,100:160,29,0.45,60-70 cms,Black Gram,2218,1686345.4,104506,7603,1109,Shiroor,13161,27999,954,15.68,1348,21136.64,73,50,3650,34494,13814,1219
2015,1209,0.45,24,34,41,Udupi,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kudi,12771,29349,987,18.19,1598,29067.62,69,46,3174,33392,11567,1209
2015,1324,0.45,24,34,41,Udupi,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kalthur,13442,28746,1003,18.16,1469,26677.04,56,55,3080,35790,10213,1324
2015,1323,0.45,24,34,41,Udupi,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Shiroor,13934,31391,785,17.61,1490,26238.9,58,50,2900,44271,12029,1323
2015,1265,0.45,24,34,41,Udupi,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Heroor,13091,29238,1012,16.42,1366,22429.72,63,48,3024,38257,10852,1265
2015,1282,0.45,24,34,41,Udupi,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kanajar,12831,30676,910,18.24,1229,22416.96,62,48,2976,46576,10893,1282
2015,1265,0.45,24,34,41,Udupi,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Heroor,12412,31150,1059,18.48,1381,25520.88,73,53,3869,33361,11421,1265
2015,1258,0.45,24,34,41,Udupi,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kalthur,12864,29408,893,16.68,1286,21450.48,63,49,3087,35052,13446,1258
2016,1375,0.45,24,34,41,Kolar,6,7,100:160,29,0.45,60-70 cms,Black Gram,2100,1576260,107404,7506,1050,Abbani,12344,27566,1077,15.68,1595,25009.6,73,47,3431,38276,12182,1375
2016,1252,0.45,24,34,41,Kolar,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Achatnahalli,13308,31436,945,18.19,1574,28631.06,57,54,3078,41731,11896,1252
2016,1319,0.45,24,34,41,Kolar,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Adikethota,14042,28062,1098,18.16,1368,24842.88,71,48,3408,45616,11568,1319
2016,1287,0.45,24,34,41,Kolar,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Agnihalli,14048,29369,919,17.61,1457,25657.77,74,48,3552,44984,13753,1287
2016,1356,0.45,24,34,41,Kolar,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Agrahara Somarasanahalli,13910,27983,864,16.42,1313,21559.46,67,46,3082,44216,11605,1356
2016,1306,0.45,24,34,41,Kolar,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Ajjapalli,12983,29719,880,18.24,1543,28144.32,55,47,2585,46453,11046,1306
2016,1372,0.45,24,34,41,Kolar,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Alahalli,13092,30833,924,18.48,1369,25299.12,72,52,3744,36666,10175,1372
2016,1389,0.45,24,34,41,Kolar,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Allidinne,13677,29909,799,16.68,1306,21784.08,65,47,3055,38122,12974,1389
2016,1340,0.45,24,34,41,Tumkur,6,7,100:160,29,0.45,60-70 cms,Black Gram,2208,1580486.4,104147,7158,1104,Chiknayakanhalli,12362,31311,1024,15.68,1243,19490.24,72,45,3240,45107,10785,1340
2016,1343,0.45,24,34,41,Tumkur,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Gubbi,12633,29293,1018,18.19,1281,23301.39,72,51,3672,36064,12952,1343
2016,1208,0.45,24,34,41,Tumkur,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Koratagere,13562,30505,849,18.16,1561,28347.76,75,55,4125,33809,11861,1208
2016,1230,0.45,24,34,41,Tumkur,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kunigal,12373,29674,775,17.61,1482,26098.02,57,51,2907,46291,13743,1230
2016,1322,0.45,24,34,41,Tumkur,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Madhugiri,13084,28821,895,16.42,1487,24416.54,63,55,3465,44155,12153,1322
2016,1282,0.45,24,34,41,Tumkur,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Pavagada,13612,29946,794,18.24,1237,22562.88,68,50,3400,41636,13492,1282
2016,1385,0.45,24,34,41,Tumkur,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Sira,13861,28648,789,18.48,1438,26574.24,75,54,4050,35900,13567,1385
2016,1327,0.45,24,34,41,Tumkur,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Tiptur,12660,29018,1014,16.68,1460,24352.8,55,46,2530,35985,12366,1327
2016,1376,0.45,24,34,41,Shivmogga,7,7,100:160,29,0.45,60-70 cms,Black Gram,2128,1589616,106071,7470,1064,Abbalagere,13878,29633,763,15.68,1539,24131.52,60,50,3000,38008,10238,1376
2016,1349,0.45,24,34,41,Shivmogga,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Adagadi,12503,27631,842,18.19,1302,23683.38,66,55,3630,44353,11985,1349
2016,1246,0.45,24,34,41,Shivmogga,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Adina Kottige,13250,27844,957,18.16,1281,23262.96,68,48,3264,36383,13641,1246
2016,1396,0.45,24,34,41,Shivmogga,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Agasavalli,14051,29919,959,17.61,1231,21677.91,60,49,2940,41277,11140,1396
2016,1343,0.45,24,34,41,Shivmogga,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Alada Halli,12961,28648,1025,16.42,1289,21165.38,59,52,3068,36530,10252,1343
2016,1294,0.45,24,34,41,Shivmogga,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Aladevara Hosuru,12508,28062,962,18.24,1374,25061.76,75,47,3525,38339,12676,1294
2016,1209,0.45,24,34,41,Shivmogga,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Alkuni,13209,30128,985,18.48,1335,24670.8,57,55,3135,44996,10622,1209
2016,1357,0.45,24,34,41,Shivmogga,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Ambli Katte,13711,30676,977,16.68,1561,26037.48,62,54,3348,33556,12543,1357
2016,1208,0.45,24,34,41,Chitradurga,7,7,100:160,29,0.45,60-70 cms,Black Gram,2156,1548654.8,106299,7183,1078,Adavigollarahalli,13963,30947,1045,15.68,1525,23912,72,46,3312,42306,13828,1208
2016,1315,0.45,24,34,41,Chitradurga,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Ajjappanahalli,13200,28294,766,18.19,1478,26884.82,56,55,3080,35282,13537,1315
2016,1208,0.45,24,34,41,Chitradurga,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Alagavadi,13908,30074,841,18.16,1364,24770.24,58,49,2842,47013,13146,1208
2016,1293,0.45,24,34,41,Chitradurga,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Alaghatta,13791,28165,1014,17.61,1252,22047.72,57,46,2622,38954,12265,1293
2016,1256,0.45,24,34,41,Chitradurga,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Annehal,12649,28953,763,16.42,1420,23316.4,75,48,3600,36369,11595,1256
2016,1362,0.45,24,34,41,Chitradurga,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Arasuru,12405,31227,954,18.24,1241,22635.84,65,51,3315,35208,12427,1362
2016,1201,0.45,24,34,41,Chitradurga,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Attikatte,12942,31038,1040,18.48,1582,29235.36,64,52,3328,45604,10857,1201
2016,1292,0.45,24,34,41,Chitradurga,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Avalenahalli,13441,29022,760,16.68,1373,22901.64,60,47,2820,45845,12157,1292
2016,1361,0.45,24,34,41,Davangere,7,7,100:160,29,0.45,60-70 cms,Black Gram,2188,1517378,107209,6935,1094,Bullapura,12642,28515,757,15.68,1300,20384,71,52,3692,43123,11106,1361
2016,1400,0.45,24,34,41,Davangere,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Chattobanahalli,13649,28636,1033,18.19,1478,26884.82,73,51,3723,42533,12874,1400
2016,1393,0.45,24,34,41,Davangere,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Doddarangavvanahalli,14023,29484,922,18.16,1399,25405.84,70,53,3710,44726,12333,1393
2016,1226,0.45,24,34,41,Davangere,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Gollarahatti,13307,29511,872,17.61,1555,27383.55,63,47,2961,34959,11788,1226
2016,1205,0.45,24,34,41,Davangere,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Gonivada,12898,28255,859,16.42,1466,24071.72,66,50,3300,35738,13201,1205
2016,1341,0.45,24,34,41,Davangere,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Hadadi,13744,31359,759,18.24,1576,28746.24,75,50,3750,46594,12642,1341
2016,1257,0.45,24,34,41,Davangere,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Hemmanabethur,13570,28122,891,18.48,1254,23173.92,63,52,3276,44947,10242,1257
2016,1366,0.45,24,34,41,Davangere,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Honnamaradi,13376,29990,842,16.68,1557,25970.76,70,51,3570,44164,10275,1366
